f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	pred	pred	SVM(minus)	SVM(plus)	Random Forest(minus)	Random Forest(plus)	kNN(minus)	kNN(plus)	SVM	Random Forest	kNN
-0.28	0.180378	0.0077596	-0.22449	0.129799	0.0079223	-0.234568	0.105398	0.00763	-0.22314	0.0905621	0.00693552	-0.236686	0.0849229	0.0060749	-0.257778	0.0781547	0.00574581	-0.269896	0.0740127	0.0053051	-0.268698	0.0722272	0.00485854	-0.260771	0.0698642	0.00465079	~	?	0.891	0.109	0.734	0.266	0.567	0.433	minus	minus	minus
-1	0.0520381	0.00079807	-0.959184	0.0509074	0.000557094	-0.901235	0.0500824	0.000780365	-0.876033	0.0646323	0.00140396	-0.869823	0.0729815	0.00147103	-0.817778	0.0715564	0.00151095	-0.768166	0.071343	0.00157482	-0.720222	0.0724065	0.00166473	-0.684807	0.0760942	0.00182364	~	?	1.000	0.000	0.835	0.165	1.000	0.000	minus	minus	minus
-0.76	0.0265271	0.000288113	-0.714286	0.0328877	0.000329683	-0.654321	0.038465	0.00049662	-0.553719	0.0400401	0.000440298	-0.485207	0.037964	0.00044954	-0.444444	0.037328	0.000476121	-0.432526	0.0413831	0.00109003	-0.429363	0.0468775	0.00161697	-0.451247	0.0501802	0.00182945	~	?	0.935	0.065	0.953	0.047	0.859	0.141	minus	minus	minus
-1	0.0291856	0.000354644	-1	0.0314282	0.00023921	-1	0.0382285	0.000344689	-0.983471	0.0429178	0.000514647	-0.905325	0.0503391	0.000957002	-0.808889	0.0559595	0.0013844	-0.775087	0.060521	0.0020882	-0.761773	0.0675658	0.00284982	-0.750567	0.0760357	0.00369493	~	?	0.998	0.002	0.984	0.016	1.000	0.000	minus	minus	minus
-1	0.0629992	0.000991398	-1	0.0656848	0.00123561	-0.950617	0.0715065	0.0014773	-0.900826	0.0721562	0.0015818	-0.846154	0.0689272	0.00145968	-0.8	0.0638743	0.0013244	-0.771626	0.0613054	0.00115552	-0.722992	0.058694	0.0011753	-0.687075	0.057379	0.00118466	~	?	0.161	0.839	0.307	0.693	0.091	0.909	plus	plus	plus
-1	0.113136	0.00292508	-0.877551	0.109127	0.00442001	-0.753086	0.100369	0.00494712	-0.694215	0.0964556	0.0046707	-0.686391	0.0941936	0.00449691	-0.693333	0.0900866	0.0042739	-0.695502	0.0829499	0.00393624	-0.686981	0.0764558	0.00369945	-0.687075	0.0719616	0.00338666	~	?	0.303	0.697	0.352	0.648	0.045	0.955	plus	plus	plus
-0.16	0.0491456	0.00112229	-0.326531	0.0621563	0.00145519	-0.45679	0.0638275	0.00181558	-0.553719	0.0604146	0.00172037	-0.621302	0.0574036	0.00138345	-0.666667	0.0553578	0.00120723	-0.702422	0.0554837	0.00143807	-0.703601	0.0569165	0.00158464	-0.689342	0.0546399	0.00164192	~	?	0.880	0.120	0.771	0.229	0.925	0.075	minus	minus	minus
-0.68	0.0732752	0.000598333	-0.591837	0.0654033	0.000801764	-0.530864	0.063866	0.000988531	-0.487603	0.0649218	0.000972036	-0.420118	0.0613555	0.000957978	-0.368889	0.0559623	0.000923901	-0.32872	0.052566	0.000940194	-0.31856	0.0495663	0.000918862	-0.315193	0.047393	0.000865735	~	?	0.018	0.982	0.112	0.888	0.000	1.000	plus	plus	plus
0.2	0.0642631	0.000730444	0.306122	0.0609212	0.000748665	0.333333	0.0557328	0.000922476	0.338843	0.0539094	0.00150704	0.313609	0.0587899	0.00249089	0.235556	0.0616131	0.00278083	0.183391	0.0619304	0.00291555	0.168975	0.0594778	0.00285389	0.156463	0.0597974	0.00275919	~	?	0.024	0.976	0.005	0.995	0.000	1.000	plus	plus	plus
-0.24	0.0764022	0.000863986	-0.346939	0.0696156	0.00119067	-0.419753	0.0825286	0.00240261	-0.495868	0.0988128	0.00368058	-0.556213	0.102815	0.0042796	-0.595556	0.109168	0.00478547	-0.619377	0.109118	0.00509377	-0.628809	0.108162	0.0046831	-0.62585	0.108524	0.00456508	~	?	0.989	0.011	0.978	0.022	1.000	0.000	minus	minus	minus
-1	0.060379	0.000968774	-1	0.05821	0.00102528	-0.950617	0.0632724	0.00221396	-0.933884	0.0658531	0.00346021	-0.905325	0.065672	0.00329479	-0.88	0.066044	0.00340873	-0.865052	0.0642167	0.00333064	-0.844875	0.0618714	0.0031512	-0.8322	0.059807	0.00301882	~	?	0.026	0.974	0.561	0.439	0.109	0.891	plus	minus	plus
-0.76	0.170784	0.00868521	-0.55102	0.138776	0.00571218	-0.358025	0.115539	0.00547015	-0.206612	0.107428	0.00542822	-0.130178	0.0991294	0.00576514	-0.0755556	0.0953434	0.00578404	-0.0726644	0.0913851	0.00558984	-0.0720222	0.0877857	0.00554606	-0.0680272	0.0848591	0.00556446	~	?	0.837	0.163	0.658	0.342	0.043	0.957	minus	minus	plus
-1	0.0769918	0.000961811	-1	0.0843534	0.001326	-1	0.0760222	0.00178542	-0.966942	0.0663845	0.0021719	-0.940828	0.0610963	0.0022025	-0.893333	0.0608648	0.00212873	-0.778547	0.062395	0.00211007	-0.645429	0.0629184	0.00211854	-0.544218	0.0615384	0.00218601	~	?	0.000	1.000	0.313	0.687	0.000	1.000	plus	plus	plus
-0.92	0.0932857	0.00217453	-0.836735	0.0792481	0.00268995	-0.777778	0.0692837	0.00265171	-0.735537	0.0614714	0.0021594	-0.710059	0.0552984	0.00192546	-0.755556	0.0607291	0.00221334	-0.775087	0.0672891	0.00249232	-0.792244	0.069742	0.00241027	-0.795918	0.0692576	0.00232975	~	?	1.000	0.000	0.846	0.154	1.000	0.000	minus	minus	minus
-1	0.0722094	0.00113772	-1	0.0792712	0.00129138	-0.925926	0.078025	0.00145149	-0.85124	0.0690979	0.00114809	-0.810651	0.0669945	0.0013011	-0.733333	0.0660123	0.00150075	-0.6609	0.0658212	0.00147632	-0.614958	0.0615351	0.00122814	-0.573696	0.0578845	0.0011471	~	?	0.013	0.987	0.297	0.703	0.000	1.000	plus	plus	plus
-0.6	0.132011	0.00377291	-0.510204	0.108708	0.00378459	-0.432099	0.0955486	0.00356501	-0.289256	0.0844532	0.00306549	-0.159763	0.0734665	0.00290456	-0.0666667	0.0675875	0.00287081	0.00346021	0.0623815	0.00282071	0.0637119	0.0587558	0.0027326	0.113379	0.0563577	0.00272204	~	?	0.089	0.911	0.079	0.921	0.000	1.000	plus	plus	plus
-0.52	0.0771856	0.0021411	-0.571429	0.0734521	0.0013749	-0.679012	0.0762291	0.00137834	-0.785124	0.0766951	0.00148565	-0.816568	0.0727658	0.00129057	-0.817778	0.0666257	0.00122124	-0.806228	0.0626152	0.00129104	-0.778393	0.0606121	0.00139595	-0.739229	0.0581815	0.00136662	~	?	0.992	0.008	0.821	0.179	1.000	0.000	minus	minus	minus
-0.36	0.130414	0.00418592	-0.530612	0.143011	0.0047945	-0.641975	0.135994	0.00426904	-0.68595	0.124661	0.00405397	-0.710059	0.119026	0.00387449	-0.711111	0.120922	0.00386306	-0.66436	0.125322	0.00450476	-0.614958	0.128128	0.00439751	-0.573696	0.121476	0.00439819	~	?	0.928	0.072	0.942	0.058	1.000	0.000	minus	minus	minus
-0.84	0.120696	0.00350088	-0.673469	0.108357	0.00366231	-0.580247	0.0999187	0.00361247	-0.578512	0.0920373	0.00337231	-0.615385	0.0870983	0.00314907	-0.635556	0.081986	0.00304318	-0.605536	0.0773194	0.00274939	-0.578947	0.0712103	0.00249341	-0.573696	0.0664532	0.002269	~	?	0.848	0.152	0.724	0.276	0.639	0.361	minus	minus	minus
-0.36	0.105506	0.0021917	-0.489796	0.126664	0.00379472	-0.518519	0.117565	0.00396094	-0.586777	0.109979	0.0045869	-0.633136	0.108776	0.00554008	-0.617778	0.104942	0.00582418	-0.598616	0.0983483	0.00524406	-0.581717	0.0943065	0.00456357	-0.571429	0.0913007	0.00409711	~	?	0.999	0.001	0.934	0.066	0.970	0.030	minus	minus	minus
-1	0.0559098	0.00155502	-1	0.0710867	0.00280542	-0.888889	0.0723435	0.0024682	-0.694215	0.0653638	0.00193783	-0.579882	0.0581695	0.00189489	-0.506667	0.0545415	0.00179283	-0.460208	0.0515269	0.00167497	-0.457064	0.0513855	0.0016237	-0.446712	0.0524484	0.0019408	~	?	0.113	0.887	0.578	0.422	0.202	0.798	plus	minus	plus
-1	0.0601946	0.000186415	-0.938776	0.0608952	0.000297978	-0.851852	0.0556457	0.000387986	-0.826446	0.0524751	0.000396307	-0.840237	0.0578428	0.000880735	-0.871111	0.0647098	0.0014437	-0.896194	0.0658858	0.00185164	-0.853186	0.0647336	0.00170251	-0.816327	0.0623582	0.00161349	~	?	1.000	0.000	0.979	0.021	1.000	0.000	minus	minus	minus
-0.88	0.069387	0.000474838	-0.816327	0.0674816	0.000605333	-0.82716	0.0622824	0.000856145	-0.818182	0.0700294	0.00118513	-0.810651	0.0760077	0.00185629	-0.737778	0.0754151	0.00174334	-0.705882	0.0712917	0.00178005	-0.709141	0.0734973	0.00168394	-0.712018	0.0773936	0.00229835	~	?	1.000	0.000	0.916	0.084	1.000	0.000	minus	minus	minus
-1	0.0740717	0.00109081	-1	0.0674911	0.00138576	-0.975309	0.0718275	0.00201979	-0.900826	0.0729052	0.0020224	-0.857988	0.0676641	0.00198907	-0.822222	0.0681116	0.00215453	-0.792388	0.071402	0.00242901	-0.756233	0.0708624	0.00247071	-0.705215	0.0709287	0.00239629	~	?	0.995	0.005	0.772	0.228	1.000	0.000	minus	minus	minus
-1	0.0928436	0.00266768	-0.918367	0.0944906	0.00205697	-0.876543	0.0861233	0.00227588	-0.85124	0.0777076	0.00243622	-0.775148	0.0715334	0.0024923	-0.653333	0.0657532	0.00264003	-0.598616	0.0634561	0.00266363	-0.567867	0.061983	0.00260962	-0.560091	0.0620539	0.00266156	~	?	0.059	0.941	0.351	0.649	0.000	1.000	plus	plus	plus
-1	0.0561102	0.000445601	-0.959184	0.0589398	0.000568436	-0.950617	0.0676009	0.000805273	-0.950413	0.0715499	0.00101067	-0.893491	0.0713393	0.00109574	-0.848889	0.0708716	0.00110582	-0.788927	0.0690671	0.00118292	-0.717452	0.068399	0.00125575	-0.659864	0.0679791	0.00151014	~	?	0.997	0.003	0.940	0.060	1.000	0.000	minus	minus	minus
-0.92	0.0398412	0.000283929	-0.816327	0.0645276	0.00236813	-0.802469	0.0808388	0.00391611	-0.677686	0.083161	0.00311713	-0.609467	0.0767719	0.00313252	-0.577778	0.0716638	0.00274629	-0.550173	0.0700896	0.00251402	-0.509695	0.0670915	0.00241953	-0.496599	0.0665247	0.00223632	~	?	0.980	0.020	0.912	0.088	0.806	0.194	minus	minus	minus
-1	0.0747508	0.00115846	-1	0.0767307	0.00110058	-0.975309	0.0691763	0.00128026	-0.983471	0.0679847	0.00122418	-0.988166	0.0642491	0.00107363	-0.991111	0.0594575	0.00100262	-0.99308	0.0552768	0.00100374	-0.99446	0.0528676	0.000966581	-0.995465	0.049833	0.000949193	~	?	0.030	0.970	0.067	0.933	0.000	1.000	plus	plus	plus
-0.28	0.0724697	0.000730791	-0.346939	0.0641726	0.000824161	-0.481481	0.0661873	0.00109325	-0.38843	0.0644101	0.00139929	-0.301775	0.0592633	0.00123861	-0.217778	0.0532042	0.00118639	-0.211073	0.0522243	0.00116605	-0.202216	0.0513768	0.00104311	-0.188209	0.0495907	0.000976518	~	?	0.017	0.983	0.139	0.861	0.000	1.000	plus	plus	plus
-0.88	0.0545933	0.00208241	-0.795918	0.0600275	0.00250767	-0.740741	0.0597285	0.00221958	-0.743802	0.0628905	0.00205981	-0.715976	0.0739266	0.00268656	-0.626667	0.0794943	0.00334369	-0.49827	0.0782257	0.00307752	-0.404432	0.0740156	0.00283262	-0.346939	0.0718877	0.00263585	~	?	0.926	0.074	0.666	0.334	0.953	0.047	minus	minus	minus
-1	0.081658	0.00194919	-1	0.0847488	0.00154907	-0.950617	0.0947052	0.00242333	-0.900826	0.0957349	0.00310778	-0.863905	0.0914173	0.0033399	-0.848889	0.0925066	0.00356114	-0.83737	0.0932264	0.00366492	-0.828255	0.0937355	0.00349987	-0.829932	0.0919943	0.0033077	~	?	0.087	0.913	0.476	0.524	0.002	0.998	plus	minus	plus
-1	0.0498631	0.000434403	-1	0.0601878	0.00098729	-1	0.0664556	0.00146265	-0.950413	0.0628299	0.0012464	-0.940828	0.0586597	0.00116435	-0.955556	0.0593411	0.00139519	-0.955017	0.0581816	0.00134179	-0.930748	0.0565363	0.0011227	-0.9161	0.0592313	0.00123921	~	?	0.976	0.024	0.880	0.120	1.000	0.000	minus	minus	minus
-1	0.0770026	0.00166195	-1	0.0681892	0.00160044	-0.975309	0.0830803	0.0022326	-0.77686	0.089049	0.0023127	-0.662722	0.0812913	0.00205609	-0.586667	0.0802584	0.00271277	-0.456747	0.0804049	0.00273627	-0.357341	0.0748936	0.00275743	-0.265306	0.0730202	0.00312108	~	?	0.186	0.814	0.404	0.596	0.000	1.000	plus	plus	plus
-0.16	0.0647236	0.00165743	-0.204082	0.0832284	0.00315509	-0.222222	0.0779714	0.00351216	-0.231405	0.0825708	0.00414737	-0.307692	0.101092	0.00735741	-0.346667	0.107836	0.00774497	-0.318339	0.104816	0.00601733	-0.285319	0.0980661	0.00533073	-0.290249	0.0933981	0.0051898	~	?	0.973	0.027	0.724	0.276	1.000	0.000	minus	minus	minus
-1	0.089131	0.00142175	-0.918367	0.0825929	0.00107045	-0.802469	0.0781723	0.00132445	-0.702479	0.0727295	0.00137995	-0.674556	0.0687911	0.00151006	-0.702222	0.0648033	0.00165029	-0.698962	0.0612134	0.00153382	-0.698061	0.0588205	0.00141084	-0.68254	0.0576051	0.00133777	~	?	0.935	0.065	0.629	0.371	0.410	0.590	minus	minus	plus
-0.36	0.0976552	0.00216504	-0.142857	0.0845935	0.00128544	-0.0123457	0.074351	0.00119377	0.0909091	0.0696405	0.00121909	0.183432	0.0665406	0.00151084	0.262222	0.0632129	0.00148732	0.321799	0.0614621	0.00170993	0.290859	0.0650473	0.00191337	0.219955	0.0676714	0.002242	~	?	0.084	0.916	0.013	0.987	0.000	1.000	plus	plus	plus
-0.08	0.0676172	0.00936653	-0.183673	0.119058	0.0195597	-0.0493827	0.136545	0.0164266	-0.0743802	0.132195	0.0118953	-0.118343	0.12904	0.0106165	-0.177778	0.123343	0.0101	-0.193772	0.113882	0.00917807	-0.199446	0.108135	0.00874944	-0.199546	0.101669	0.00836357	~	?	0.914	0.086	1.000	0.000	1.000	0.000	minus	minus	minus
-1	0.0268885	0.000131056	-1	0.0288359	0.000176543	-0.962963	0.0309673	0.000148573	-0.950413	0.0336564	0.000311844	-0.95858	0.0393432	0.000578819	-0.968889	0.042987	0.000733956	-0.965398	0.0475542	0.000944568	-0.944598	0.052963	0.00135024	-0.895692	0.0564917	0.00158448	~	?	1.000	0.000	0.988	0.012	1.000	0.000	minus	minus	minus
-0.28	0.130706	0.00504851	-0.265306	0.107472	0.00440113	-0.209877	0.0916526	0.00368325	-0.140496	0.0790895	0.00324084	-0.0414201	0.0697935	0.00308127	0.0311111	0.0642682	0.00286671	0.0865052	0.0594744	0.00279831	0.135734	0.0565177	0.00270997	0.176871	0.053831	0.0026537	~	?	0.078	0.922	0.131	0.869	0.012	0.988	plus	plus	plus
-0.2	0.0936979	0.00650992	-0.265306	0.0899257	0.00691863	-0.296296	0.0777745	0.00551365	-0.322314	0.0704233	0.00430463	-0.390533	0.0840587	0.00660038	-0.426667	0.0859083	0.00783351	-0.418685	0.0845735	0.00701703	-0.393352	0.0841114	0.00734911	-0.358277	0.081507	0.00669789	~	?	0.980	0.020	1.000	0.000	1.000	0.000	minus	minus	minus
-1	0.0321959	0.000200578	-1	0.0332638	0.000254991	-1	0.0344543	0.000229228	-0.991736	0.0337591	0.000210907	-0.988166	0.0339999	0.000245952	-0.991111	0.0362715	0.000400147	-0.99308	0.0386812	0.000632838	-0.99446	0.0407447	0.000791936	-0.986395	0.0437188	0.000825202	~	?	0.995	0.005	0.741	0.259	1.000	0.000	minus	minus	minus
-0.92	0.0881451	0.0012203	-0.77551	0.0803596	0.00120355	-0.728395	0.0720007	0.00128538	-0.727273	0.0695957	0.00138058	-0.739645	0.069876	0.00160033	-0.733333	0.0685204	0.0015461	-0.723183	0.069331	0.0015446	-0.695291	0.0709977	0.00157912	-0.655329	0.0695728	0.00155669	~	?	0.986	0.014	0.811	0.189	1.000	0.000	minus	minus	minus
-0.84	0.0988076	0.00130678	-0.591837	0.0936596	0.00250579	-0.407407	0.0843161	0.00249378	-0.454545	0.0807744	0.00251273	-0.502959	0.0738904	0.00229851	-0.555556	0.0658538	0.00193682	-0.598616	0.0637589	0.00190936	-0.584488	0.0642233	0.00198978	-0.55102	0.0625167	0.00164086	~	?	0.370	0.630	0.465	0.535	0.000	1.000	plus	plus	plus
-0.2	0.180506	0.00713521	-0.22449	0.154088	0.00731846	-0.259259	0.137606	0.00749173	-0.22314	0.119817	0.00670249	-0.171598	0.107354	0.00608054	-0.182222	0.100862	0.0060103	-0.145329	0.0928371	0.00571826	-0.0969529	0.0855346	0.00524897	-0.047619	0.0788083	0.00494507	~	?	0.062	0.938	0.335	0.665	0.000	1.000	plus	plus	plus
0.2	0.0835432	0.00168862	0.0612245	0.0762509	0.00230978	0.209877	0.073635	0.00201993	0.355372	0.0648478	0.00202852	0.384615	0.0631191	0.00228848	0.36	0.0601264	0.00219111	0.33564	0.0603659	0.00208989	0.33518	0.0590628	0.00194091	0.337868	0.0592102	0.00187681	~	?	0.011	0.989	0.004	0.996	0.000	1.000	plus	plus	plus
-0.12	0.0667106	0.000890459	-0.183673	0.0581165	0.000732435	-0.185185	0.0559356	0.000883589	-0.140496	0.057309	0.00106247	-0.147929	0.0569651	0.00117544	-0.12	0.0553114	0.00128925	-0.103806	0.0538767	0.00115577	-0.0720222	0.0549136	0.00127831	-0.031746	0.0555764	0.00135042	~	?	0.014	0.986	0.081	0.919	0.059	0.941	plus	plus	plus
-0.2	0.076268	0.00101169	0.142857	0.0609304	0.000986657	0.333333	0.0527849	0.000919688	0.471074	0.0457966	0.000851945	0.538462	0.0382416	0.0009151	0.6	0.0345289	0.000836171	0.647059	0.0315825	0.000760958	0.65651	0.0296777	0.00070993	0.673469	0.0285027	0.000666101	~	?	0.057	0.943	0.004	0.996	0.000	1.000	plus	plus	plus
-0.6	0.0970737	0.00113047	-0.653061	0.0898144	0.00194056	-0.703704	0.0937615	0.00365624	-0.694215	0.0967274	0.00383129	-0.692308	0.0915098	0.00381358	-0.733333	0.0855926	0.00379211	-0.761246	0.0811405	0.00383442	-0.750693	0.07659	0.0035986	-0.721088	0.0720084	0.00348965	~	?	0.984	0.016	0.660	0.340	1.000	0.000	minus	minus	minus
-0.08	0.0178378	2.54718e-005	-0.102041	0.0191208	7.566e-005	-0.0987654	0.0220597	0.000140922	-0.140496	0.0276013	0.000499689	-0.195266	0.0324331	0.000977385	-0.288889	0.0375758	0.00105392	-0.366782	0.039433	0.000934461	-0.429363	0.0406035	0.000831317	-0.464853	0.0422262	0.000862475	~	?	0.994	0.006	0.980	0.020	1.000	0.000	minus	minus	minus
-1	0.0695359	0.000937434	-1	0.0574347	0.000905702	-1	0.0502322	0.000893293	-0.983471	0.0508222	0.000722251	-0.91716	0.0517991	0.000754834	-0.813333	0.0516267	0.000738805	-0.716263	0.0527042	0.000835912	-0.645429	0.0522713	0.000867452	-0.605442	0.0527664	0.000969635	~	?	1.000	0.000	0.801	0.199	1.000	0.000	minus	minus	minus
-0.24	0.0777809	0.00220998	-0.326531	0.0808441	0.00244507	-0.444444	0.0873198	0.00281932	-0.545455	0.0895049	0.00363801	-0.526627	0.0896661	0.00363244	-0.457778	0.0870671	0.00388799	-0.387543	0.0875632	0.00412755	-0.34349	0.0903602	0.00479309	-0.31746	0.0909636	0.00535182	~	?	0.996	0.004	0.864	0.136	0.963	0.037	minus	minus	minus
-0.4	0.09571	0.00236131	-0.489796	0.0958437	0.00223205	-0.555556	0.0855335	0.00218395	-0.578512	0.0823971	0.00192679	-0.573964	0.0746394	0.00207616	-0.564444	0.0700349	0.00209478	-0.553633	0.0677429	0.00199008	-0.540166	0.0644385	0.00196187	-0.528345	0.0626668	0.00187931	~	?	0.939	0.061	0.622	0.378	0.594	0.406	minus	minus	minus
0.28	0.0728011	0.00196679	0.265306	0.0566367	0.00161239	0.333333	0.0531846	0.00180005	0.322314	0.0556786	0.00179735	0.278107	0.0535621	0.00155968	0.217778	0.0570635	0.00175854	0.211073	0.0637381	0.00226628	0.224377	0.0659989	0.00240582	0.210884	0.0656999	0.00231783	~	?	0.019	0.981	0.005	0.995	0.000	1.000	plus	plus	plus
-0.12	0.0761277	0.00364094	-0.387755	0.0678578	0.00296863	-0.481481	0.0676206	0.00316152	-0.504132	0.0683642	0.00341727	-0.443787	0.0658112	0.0033369	-0.431111	0.0614336	0.00316572	-0.425606	0.0600485	0.00292902	-0.423823	0.0601639	0.00285446	-0.439909	0.0596629	0.00280067	~	?	0.126	0.874	0.456	0.544	0.048	0.952	plus	minus	plus
-1	0.0890656	0.00119003	-0.877551	0.0836476	0.00101696	-0.802469	0.0815645	0.00100495	-0.702479	0.0773162	0.00111863	-0.615385	0.0750786	0.00128708	-0.546667	0.0762102	0.00167276	-0.484429	0.0752787	0.00157848	-0.426593	0.0752563	0.00200439	-0.378685	0.0755498	0.00215161	~	?	0.075	0.925	0.286	0.714	0.000	1.000	plus	plus	plus
-1	0.0558379	0.000750112	-1	0.0563351	0.00101816	-1	0.0552745	0.000947508	-1	0.0556288	0.00107975	-0.988166	0.0549428	0.0011236	-0.991111	0.0532298	0.00110686	-0.99308	0.0495386	0.0011043	-0.99446	0.0480774	0.00101687	-0.995465	0.0464444	0.000924868	~	?	0.070	0.930	0.068	0.932	0.000	1.000	plus	plus	plus
-1	0.0288731	0.000309248	-1	0.0350961	0.000402714	-1	0.0386006	0.000412129	-1	0.0435453	0.000517524	-1	0.050167	0.000874216	-1	0.0557697	0.00112514	-0.99308	0.0569758	0.00105379	-0.939058	0.0556218	0.000990962	-0.877551	0.054015	0.000971288	~	?	0.999	0.001	0.967	0.033	1.000	0.000	minus	minus	minus
-0.6	0.119196	0.00331569	-0.55102	0.110688	0.00318705	-0.54321	0.110618	0.00316773	-0.595041	0.114595	0.00407296	-0.60355	0.111049	0.00381078	-0.582222	0.0994921	0.00356252	-0.591695	0.0993592	0.00426307	-0.573407	0.0955181	0.0041259	-0.53288	0.0894956	0.0040415	~	?	0.996	0.004	0.880	0.120	0.904	0.096	minus	minus	minus
-0.12	0.0690395	0.00183725	-0.102041	0.071103	0.00171327	-0.0123457	0.0623038	0.00163165	0.00826446	0.0626929	0.00161266	0.0887574	0.0600454	0.00142095	0.128889	0.0607114	0.00149694	0.117647	0.0676801	0.00239045	0.0637119	0.0705524	0.00302624	-0.00907029	0.0778097	0.00359015	~	?	0.146	0.854	0.021	0.979	0.000	1.000	plus	plus	plus
-1	0.0579795	0.000701624	-1	0.0543918	0.000427298	-1	0.0606523	0.000841651	-1	0.0636531	0.00131309	-0.923077	0.0605563	0.00121358	-0.862222	0.0562343	0.00129023	-0.82699	0.0578625	0.00230609	-0.789474	0.0581551	0.00255484	-0.761905	0.058897	0.00276719	~	?	0.681	0.319	0.765	0.235	1.000	0.000	minus	minus	minus
-0.52	0.05561	0.000419786	-0.0204082	0.0463908	0.000446107	0.111111	0.0434376	0.000572485	0.157025	0.0446633	0.000686858	0.136095	0.0439656	0.000778328	0.111111	0.0436801	0.000771092	0.0795848	0.0435272	0.00075665	0.0360111	0.043406	0.000736895	0.0113379	0.0430767	0.000719548	~	?	0.045	0.955	0.076	0.924	0.000	1.000	plus	plus	plus
-0.44	0.127696	0.00407719	-0.183673	0.113382	0.00491728	-0.111111	0.0992757	0.0048056	-0.0578512	0.0861891	0.0044316	0.00591716	0.0798634	0.00382347	0.0666667	0.075821	0.00356441	0.114187	0.0721479	0.00336677	0.149584	0.0683547	0.00302932	0.181406	0.0667004	0.00285848	~	?	0.066	0.934	0.185	0.815	0.005	0.995	plus	plus	plus
-0.52	0.114596	0.00141054	-0.428571	0.0900773	0.00139142	-0.407407	0.0807934	0.00143312	-0.421488	0.0809163	0.00165346	-0.349112	0.0763798	0.00196143	-0.333333	0.0712081	0.00160712	-0.384083	0.0682508	0.0015556	-0.434903	0.0646568	0.00152447	-0.464853	0.0625879	0.00137438	~	?	0.036	0.964	0.144	0.856	0.000	1.000	plus	plus	plus
-1	0.0663393	0.0012881	-1	0.0600767	0.00179461	-0.876543	0.058075	0.00155093	-0.727273	0.0567837	0.00124023	-0.60355	0.0544058	0.00104589	-0.56	0.0556509	0.00132696	-0.525952	0.0624456	0.00206275	-0.504155	0.0674793	0.0024393	-0.503401	0.0702357	0.00235702	~	?	0.790	0.210	0.553	0.447	0.000	1.000	minus	minus	plus
-0.76	0.145784	0.0049279	-0.469388	0.12895	0.00585618	-0.308642	0.12141	0.0052761	-0.206612	0.111007	0.00471474	-0.230769	0.10222	0.00444791	-0.235556	0.0966771	0.00427852	-0.259516	0.0911221	0.00370825	-0.252078	0.0859631	0.00364009	-0.23356	0.083209	0.00349064	~	?	0.056	0.944	0.351	0.649	0.000	1.000	plus	plus	plus
0.44	0.0921598	0.00615784	0.306122	0.0793004	0.00360481	0.283951	0.0658383	0.00293937	0.305785	0.0626167	0.00253419	0.349112	0.0632133	0.00238132	0.395556	0.0663838	0.0027101	0.411765	0.068399	0.00303175	0.396122	0.069144	0.00325858	0.377273	0.0673124	0.00344897	~	?	0.109	0.891	0.012	0.988	0.000	1.000	plus	plus	plus
-0.04	0.0934799	0.00259627	0.183673	0.0828731	0.00259073	0.382716	0.0692436	0.00234207	0.438017	0.0643084	0.00216241	0.443787	0.064053	0.00220234	0.431111	0.0620747	0.00223519	0.411765	0.0604435	0.00224907	0.385042	0.0608565	0.00245497	0.360544	0.0630857	0.00275002	~	?	0.017	0.983	0.004	0.996	0.000	1.000	plus	plus	plus
-0.68	0.149259	0.00311945	-0.428571	0.126251	0.00286016	-0.333333	0.126589	0.00351557	-0.322314	0.124132	0.00404744	-0.349112	0.113961	0.0039606	-0.386667	0.106478	0.00399921	-0.404844	0.10083	0.00389712	-0.390582	0.0940764	0.0035515	-0.396825	0.0877835	0.00335254	~	?	0.067	0.933	0.116	0.884	0.000	1.000	plus	plus	plus
