@relation 'training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.supervised.attribute.AddClassification-Wweka.classifiers.rules.ZeroR-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute q numeric
@attribute r numeric
@attribute s numeric
@attribute t numeric
@attribute u numeric
@attribute v numeric
@attribute w numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute aa numeric
@attribute bb {1,-1}

@data
-0.2,0.081663,0.001541,-0.469388,0.066256,0.001254,-0.580247,0.067745,0.00127,-0.553719,0.06826,0.001727,-0.514793,0.074445,0.002033,-0.475556,0.075828,0.002405,-0.432526,0.072331,0.002131,-0.401662,0.070605,0.002007,-0.410431,0.069493,0.002003,1
-0.68,0.122674,0.002549,-0.387755,0.125227,0.002565,-0.185185,0.112224,0.003029,-0.181818,0.105567,0.003192,-0.272189,0.100833,0.002873,-0.355556,0.092555,0.002863,-0.397924,0.086617,0.002723,-0.390582,0.0818,0.00255,-0.365079,0.077677,0.002549,1
0,0.050837,0.0005,-0.081633,0.05176,0.00096,-0.148148,0.053084,0.001277,-0.214876,0.055457,0.001645,-0.272189,0.056126,0.001886,-0.302222,0.055988,0.001977,-0.318339,0.054629,0.00184,-0.32687,0.051395,0.001672,-0.344671,0.048387,0.001639,-1
-1,0.060109,0.000761,-1,0.060684,0.001056,-1,0.059402,0.000983,-1,0.058573,0.001102,-0.988166,0.056536,0.001117,-0.991111,0.054629,0.001122,-0.99308,0.052031,0.001089,-0.99446,0.050034,0.001001,-0.995465,0.047468,0.000914,1
-0.12,0.076732,0.003317,-0.22449,0.091973,0.00587,-0.283951,0.089006,0.004875,-0.322314,0.077728,0.003938,-0.349112,0.071937,0.00349,-0.377778,0.069118,0.003248,-0.411765,0.065495,0.003151,-0.426593,0.062365,0.003081,-0.437642,0.060036,0.003005,-1
-0.92,0.033305,0.000221,-0.857143,0.029304,0.000154,-0.814815,0.036511,0.000332,-0.818182,0.040417,0.000927,-0.822485,0.0544,0.002641,-0.8,0.061997,0.003369,-0.764706,0.060474,0.002909,-0.767313,0.065641,0.003133,-0.752834,0.068429,0.003154,-1
0.12,0.07946,0.000727,0.22449,0.062296,0.000981,0.283951,0.055256,0.00098,0.272727,0.04963,0.000756,0.266272,0.046319,0.00075,0.262222,0.05029,0.001674,0.231834,0.053328,0.002114,0.202216,0.05673,0.002327,0.165533,0.05803,0.00238,1
0.04,0.130533,0.004886,0.102041,0.112645,0.005396,0.135802,0.097019,0.004507,0.190083,0.08874,0.00424,0.289941,0.080498,0.004037,0.368889,0.073354,0.003725,0.370242,0.070356,0.003477,0.33518,0.069188,0.003513,0.301587,0.068236,0.003611,1
-1,0.082715,0.000575,-0.897959,0.096346,0.002432,-0.802469,0.098311,0.003152,-0.710744,0.087514,0.002846,-0.656805,0.074329,0.002719,-0.608889,0.066591,0.002628,-0.570934,0.061236,0.002524,-0.540166,0.062415,0.003014,-0.526077,0.073425,0.005006,-1
-0.84,0.067983,0.004487,-0.795918,0.071413,0.005469,-0.580247,0.075266,0.005854,-0.454545,0.076492,0.006463,-0.325444,0.0741,0.006252,-0.208889,0.071359,0.006065,-0.100346,0.069616,0.005953,-0.036011,0.067979,0.005614,0.006803,0.066872,0.00538,1
-0.08,0.072618,0.002874,-0.142857,0.083732,0.003901,-0.209877,0.088265,0.004042,-0.256198,0.087254,0.004196,-0.301775,0.09044,0.004071,-0.346667,0.093241,0.003908,-0.394464,0.091263,0.003778,-0.429363,0.088359,0.003628,-0.439909,0.084008,0.003484,-1
-0.52,0.078681,0.001272,-0.306122,0.075629,0.001309,-0.111111,0.073257,0.001368,-0.008264,0.064771,0.001333,-0.005917,0.059237,0.001189,-0.004444,0.055333,0.00107,0.010381,0.051083,0.000997,0.036011,0.047925,0.000932,0.043084,0.044939,0.000887,1
-0.76,0.04663,0.000495,-0.469388,0.053809,0.00048,-0.135802,0.050757,0.000638,0.07438,0.045265,0.000947,0.230769,0.043328,0.001081,0.351111,0.040324,0.001166,0.432526,0.038026,0.00114,0.473684,0.037342,0.001194,0.478458,0.036848,0.00122,1
-0.12,0.078146,0.000955,-0.428571,0.083683,0.00137,-0.555556,0.082127,0.001321,-0.652893,0.077572,0.001217,-0.704142,0.07088,0.001274,-0.768889,0.066839,0.001301,-0.806228,0.066034,0.001338,-0.800554,0.066621,0.001481,-0.768707,0.064524,0.001558,-1
0.28,0.116776,0.005252,0.22449,0.104181,0.005136,0.234568,0.095047,0.004953,0.305785,0.085642,0.004834,0.39645,0.079297,0.004663,0.44,0.073397,0.004269,0.453287,0.067015,0.003764,0.473684,0.062219,0.003329,0.464853,0.05989,0.002977,1
-0.68,0.097125,0.002203,-0.428571,0.070813,0.002841,-0.407407,0.064396,0.002658,-0.371901,0.071632,0.002866,-0.372781,0.068793,0.002461,-0.368889,0.064625,0.002338,-0.363322,0.062942,0.002308,-0.34072,0.061799,0.002407,-0.324263,0.059456,0.002295,1
-0.6,0.098792,0.001284,-0.346939,0.08394,0.001537,-0.358025,0.089154,0.002136,-0.371901,0.086882,0.002379,-0.325444,0.07666,0.002145,-0.253333,0.07324,0.002026,-0.224913,0.071589,0.001939,-0.257618,0.069164,0.001998,-0.287982,0.069312,0.002062,1
-1,0.065765,0.000922,-1,0.059841,0.000906,-1,0.056782,0.001007,-1,0.054999,0.001046,-1,0.053037,0.001091,-1,0.051572,0.001108,-0.99308,0.050533,0.001,-0.99446,0.048807,0.000974,-0.995465,0.046708,0.00094,1
-0.24,0.105063,0.007851,-0.306122,0.09663,0.007307,-0.320988,0.080653,0.005272,-0.338843,0.08773,0.005238,-0.420118,0.10796,0.010045,-0.404444,0.112618,0.010507,-0.377163,0.106986,0.008167,-0.354571,0.101449,0.007773,-0.333333,0.095258,0.007237,-1
0.28,0.047905,0.000586,0.142857,0.048961,0.000677,0.135802,0.050652,0.000712,0.173554,0.052235,0.000825,0.159763,0.052566,0.000914,0.057778,0.05571,0.000991,-0.031142,0.05876,0.001061,-0.113573,0.057968,0.001106,-0.136054,0.057343,0.001084,1
-0.6,0.06514,0.000573,-0.469388,0.052406,0.000767,-0.481481,0.050601,0.000755,-0.619835,0.055355,0.000952,-0.656805,0.05871,0.001242,-0.653333,0.059162,0.001401,-0.653979,0.062475,0.001624,-0.628809,0.065922,0.001735,-0.609977,0.067076,0.001867,1
0.44,0.064654,0.001108,0.265306,0.064016,0.000999,0.111111,0.066856,0.00187,-0.057851,0.072586,0.002546,-0.183432,0.071845,0.002443,-0.284444,0.068891,0.002373,-0.391003,0.069245,0.002153,-0.479224,0.067763,0.002114,-0.544218,0.06718,0.001993,-1
-0.52,0.152896,0.004835,-0.55102,0.140705,0.0061,-0.45679,0.126331,0.006778,-0.38843,0.115158,0.006893,-0.301775,0.10423,0.006685,-0.262222,0.09826,0.006229,-0.224913,0.09316,0.006046,-0.141274,0.087951,0.005763,-0.056689,0.083111,0.005474,1
-0.36,0.132034,0.004533,-0.102041,0.109585,0.005083,-0.012346,0.097995,0.004846,0.041322,0.090059,0.004575,0.088757,0.081631,0.004391,0.137778,0.075454,0.003996,0.190311,0.072219,0.003463,0.224377,0.068084,0.003122,0.235828,0.064564,0.002832,1
-0.76,0.084334,0.000551,-0.612245,0.068142,0.000759,-0.580247,0.065573,0.001207,-0.586777,0.071459,0.002749,-0.585799,0.07117,0.00277,-0.577778,0.07251,0.002496,-0.622837,0.076233,0.0025,-0.637119,0.077979,0.002551,-0.653061,0.078015,0.002461,-1
-1,0.05878,0.000565,-1,0.060463,0.000953,-1,0.06067,0.00125,-0.983471,0.059834,0.00111,-0.988166,0.058836,0.001127,-0.991111,0.055317,0.001146,-0.99308,0.052307,0.001045,-0.99446,0.049124,0.001013,-0.995465,0.046788,0.000942,1
-0.92,0.106819,0.002954,-0.591837,0.089408,0.003156,-0.506173,0.08041,0.0029,-0.487603,0.082059,0.002702,-0.491124,0.075216,0.002567,-0.466667,0.066772,0.002476,-0.439446,0.062941,0.002232,-0.418283,0.060636,0.002211,-0.410431,0.059712,0.002273,1
-0.88,0.142542,0.003471,-0.612245,0.142424,0.003297,-0.444444,0.12232,0.00416,-0.256198,0.11225,0.004356,-0.16568,0.103677,0.004522,-0.08,0.096105,0.004547,-0.051903,0.091696,0.004279,-0.047091,0.087339,0.004148,-0.027211,0.083282,0.004043,-1
-0.36,0.08644,0.001228,0.061224,0.064244,0.001016,0.283951,0.051823,0.001074,0.38843,0.049036,0.000915,0.408284,0.046336,0.000951,0.36,0.045226,0.001045,0.307958,0.043481,0.001013,0.235457,0.042674,0.000916,0.165533,0.044957,0.001004,1
-0.84,0.085307,0.003263,-0.673469,0.071194,0.002676,-0.641975,0.063972,0.002486,-0.595041,0.063085,0.002448,-0.485207,0.064525,0.00241,-0.413333,0.065212,0.002167,-0.422145,0.065989,0.00209,-0.479224,0.073254,0.003409,-0.52381,0.079024,0.004047,-1
-0.84,0.063773,0.001194,-0.795918,0.067876,0.001137,-0.753086,0.065055,0.001051,-0.752066,0.059099,0.001003,-0.775148,0.055362,0.000896,-0.831111,0.055362,0.000864,-0.868512,0.054167,0.000918,-0.894737,0.050915,0.000851,-0.913832,0.048986,0.000767,-1
-0.48,0.160472,0.00935,-0.428571,0.132507,0.008989,-0.395062,0.127477,0.012052,-0.330579,0.117844,0.011384,-0.260355,0.110781,0.010424,-0.244444,0.104628,0.009593,-0.249135,0.099408,0.008992,-0.268698,0.0943,0.008361,-0.283447,0.090418,0.00775,-1
0.2,0.115898,0.00552,0.265306,0.109525,0.005896,0.382716,0.095953,0.00539,0.438017,0.084307,0.004818,0.491124,0.076487,0.004385,0.484444,0.070605,0.003915,0.49481,0.066057,0.003583,0.534626,0.062906,0.003346,0.560091,0.060806,0.003124,1
-0.52,0.045573,0.000418,-0.55102,0.046749,0.000312,-0.62963,0.051292,0.000396,-0.727273,0.055642,0.000499,-0.775148,0.056439,0.000765,-0.8,0.056763,0.00106,-0.782007,0.057581,0.00109,-0.767313,0.057075,0.001142,-0.773243,0.056836,0.001114,-1
-0.6,0.111869,0.003282,-0.469388,0.099404,0.003751,-0.333333,0.088698,0.004274,-0.239669,0.084776,0.004167,-0.136095,0.082172,0.00382,-0.048889,0.07898,0.003452,0.013841,0.07464,0.003241,0.083102,0.071219,0.00307,0.131519,0.06726,0.002788,1
-0.52,0.112818,0.003393,-0.469388,0.097736,0.004161,-0.382716,0.087422,0.004497,-0.347107,0.081886,0.004634,-0.313609,0.076978,0.004749,-0.293333,0.072921,0.004481,-0.287197,0.071687,0.00428,-0.285319,0.068514,0.003817,-0.303855,0.065009,0.003406,1
-1,0.110417,0.002575,-0.877551,0.087792,0.003273,-0.62963,0.073467,0.002854,-0.421488,0.062917,0.00248,-0.319527,0.058432,0.002128,-0.266667,0.054897,0.001926,-0.266436,0.054741,0.001797,-0.33795,0.058599,0.001759,-0.433107,0.066096,0.001871,-1
-0.64,0.11509,0.004714,-0.55102,0.106654,0.005938,-0.481481,0.101624,0.006557,-0.438017,0.097546,0.007087,-0.426036,0.088103,0.006304,-0.475556,0.080499,0.005742,-0.512111,0.07947,0.005434,-0.545706,0.079805,0.004516,-0.591837,0.08206,0.004536,-1
-0.96,0.14389,0.004804,-0.877551,0.137939,0.006359,-0.740741,0.136243,0.009405,-0.644628,0.131037,0.009072,-0.56213,0.122584,0.00776,-0.484444,0.117847,0.007655,-0.408304,0.112399,0.007629,-0.33241,0.103259,0.006728,-0.258503,0.093667,0.006054,-1
0,0.03761,0.000424,0,0.034661,0.000507,0,0.04045,0.000891,-0.049587,0.047383,0.00158,-0.112426,0.052908,0.002054,-0.168889,0.053482,0.001932,-0.214533,0.051199,0.001878,-0.252078,0.050532,0.001837,-0.278912,0.048897,0.00176,-1
-1,0.074442,0.000909,-1,0.073071,0.001022,-1,0.067038,0.000849,-1,0.066012,0.000914,-0.982249,0.065877,0.001012,-0.933333,0.065269,0.001106,-0.882353,0.064326,0.001143,-0.844875,0.061486,0.001227,-0.814059,0.058833,0.00122,-1
0.28,0.115184,0.005365,0.22449,0.102726,0.004881,0.234568,0.092746,0.004658,0.289256,0.086587,0.004716,0.337278,0.080419,0.004504,0.36,0.073012,0.004148,0.397924,0.066762,0.003632,0.418283,0.062195,0.003197,0.39229,0.062381,0.00301,1
0.36,0.043885,0.000901,0.306122,0.033793,0.00056,0.308642,0.034111,0.000642,0.438017,0.038625,0.001025,0.526627,0.036785,0.000835,0.591111,0.033583,0.000705,0.640138,0.033438,0.000673,0.67867,0.032616,0.000674,0.705215,0.031668,0.000771,1
-0.24,0.147379,0.005087,-0.326531,0.112877,0.005684,-0.382716,0.099283,0.005493,-0.446281,0.089903,0.005384,-0.449704,0.082294,0.004946,-0.444444,0.078484,0.004997,-0.467128,0.077353,0.005245,-0.465374,0.079883,0.004957,-0.489796,0.084437,0.005532,-1
-0.16,0.027992,0.000167,-0.22449,0.033709,0.000436,-0.320988,0.038839,0.000492,-0.454545,0.041871,0.000493,-0.556213,0.047311,0.000667,-0.6,0.050583,0.000827,-0.591696,0.051809,0.000907,-0.584488,0.052072,0.000996,-0.60771,0.053641,0.001191,-1
-0.84,0.103305,0.001575,-0.632653,0.108249,0.002025,-0.530864,0.097418,0.002033,-0.471074,0.08797,0.001875,-0.526627,0.082533,0.001949,-0.573333,0.078975,0.001975,-0.564014,0.07642,0.002019,-0.534626,0.074215,0.002115,-0.512472,0.073886,0.002153,1
-0.28,0.085488,0.003526,-0.22449,0.074758,0.00246,-0.209877,0.060626,0.002554,-0.22314,0.062636,0.002776,-0.242604,0.067227,0.002784,-0.253333,0.066726,0.002574,-0.266436,0.061934,0.002415,-0.263158,0.061781,0.002403,-0.251701,0.05901,0.002347,1
-0.36,0.049405,0.001072,-0.673469,0.062942,0.000832,-0.802469,0.068015,0.000745,-0.867769,0.064548,0.000677,-0.905325,0.060399,0.000728,-0.924444,0.060164,0.000688,-0.923875,0.058163,0.000679,-0.922438,0.055119,0.000643,-0.936508,0.055519,0.00085,-1
-1,0.0748,0.0009,-1,0.068986,0.001418,-0.950617,0.072792,0.001883,-0.884298,0.068842,0.001681,-0.786982,0.063991,0.001639,-0.706667,0.059734,0.001704,-0.640138,0.05709,0.001772,-0.578947,0.056686,0.001826,-0.530612,0.056603,0.001951,1
-0.84,0.10207,0.002157,-0.55102,0.07685,0.003184,-0.432099,0.074839,0.002958,-0.421488,0.076156,0.002711,-0.431953,0.072215,0.00247,-0.431111,0.066075,0.002498,-0.404844,0.064088,0.00236,-0.385042,0.059931,0.002242,-0.365079,0.060074,0.00228,1
-1,0.02434,0.000092,-1,0.028004,0.000252,-1,0.047035,0.001498,-1,0.060492,0.002561,-0.905325,0.06309,0.002263,-0.786667,0.060592,0.001735,-0.702422,0.05721,0.001782,-0.639889,0.054222,0.001657,-0.596372,0.052098,0.001558,-1
-1,0.044405,0.000259,-0.877551,0.037446,0.000357,-0.728395,0.033239,0.00027,-0.619835,0.032676,0.000289,-0.597633,0.030217,0.000263,-0.582222,0.028782,0.000302,-0.557093,0.029913,0.000365,-0.551247,0.030782,0.00047,-0.555556,0.031566,0.000557,1
-1,0.095649,0.000943,-0.836735,0.095968,0.002786,-0.728395,0.086813,0.001832,-0.619835,0.082053,0.002268,-0.431953,0.08202,0.002585,-0.302222,0.075557,0.0026,-0.221453,0.07022,0.002763,-0.155125,0.069719,0.003331,-0.063492,0.067679,0.002965,1
-0.68,0.11655,0.002855,-0.387755,0.096378,0.002155,-0.185185,0.076972,0.002439,-0.090909,0.07134,0.002481,-0.029586,0.067663,0.002483,0.031111,0.063273,0.002447,0.051903,0.060998,0.002378,0.069252,0.058543,0.002288,0.056689,0.056534,0.00222,1
0,0.028758,0.000227,0,0.021789,0.000315,0,0.021176,0.000479,0,0.021248,0.000587,0,0.021246,0.000544,-0.004444,0.024217,0.000699,-0.024221,0.030276,0.001414,-0.060942,0.0443,0.003926,-0.07483,0.05834,0.007726,-1
-0.84,0.092888,0.001661,-0.795918,0.081241,0.002078,-0.876543,0.076099,0.001743,-0.900826,0.07276,0.001773,-0.881657,0.069751,0.001704,-0.862222,0.074696,0.002311,-0.813149,0.078135,0.00265,-0.753463,0.076714,0.002533,-0.727891,0.076065,0.002485,-1
-0.28,0.083976,0.001344,-0.428571,0.089946,0.001476,-0.382716,0.075008,0.001137,-0.371901,0.07412,0.001431,-0.266272,0.074685,0.001571,-0.111111,0.068582,0.001365,-0.017301,0.064751,0.001383,-0.00554,0.067085,0.002166,-0.031746,0.06782,0.002238,1
-0.52,0.126318,0.004824,-0.428571,0.111533,0.005355,-0.283951,0.09773,0.004928,-0.206612,0.093694,0.004604,-0.195266,0.092467,0.004195,-0.235556,0.087046,0.003771,-0.224913,0.084896,0.003773,-0.213296,0.085373,0.003813,-0.179138,0.080459,0.003551,1
-0.68,0.074611,0.001312,-0.714286,0.069489,0.001225,-0.654321,0.073288,0.001606,-0.53719,0.077462,0.001802,-0.491124,0.079284,0.002207,-0.431111,0.075634,0.001938,-0.397924,0.073714,0.001892,-0.396122,0.074838,0.002203,-0.401361,0.073839,0.002164,1
-0.92,0.07941,0.001812,-0.836735,0.066479,0.001398,-0.777778,0.059706,0.001408,-0.735537,0.054547,0.001446,-0.739645,0.051645,0.001503,-0.751111,0.052169,0.001573,-0.771626,0.05314,0.001587,-0.783934,0.057818,0.001739,-0.777778,0.06123,0.001873,-1
-0.36,0.053923,0.000632,0.020408,0.058395,0.001402,0.111111,0.056914,0.000847,0.140496,0.050822,0.000843,0.136095,0.047613,0.000747,0.146667,0.044159,0.000752,0.148789,0.041513,0.000805,0.157895,0.041496,0.000821,0.151927,0.04293,0.000875,1
-0.76,0.111417,0.001385,-0.77551,0.084002,0.002449,-0.691358,0.075603,0.002142,-0.644628,0.068535,0.001872,-0.60355,0.063279,0.001742,-0.577778,0.060127,0.001482,-0.595156,0.056711,0.001368,-0.626039,0.0554,0.001259,-0.628118,0.055967,0.001263,-1
-1,0.065314,0.000539,-0.979592,0.056587,0.00083,-0.962963,0.051495,0.000778,-0.966942,0.052691,0.001027,-0.95858,0.056841,0.001426,-0.928889,0.058576,0.001629,-0.910035,0.06066,0.001662,-0.883657,0.062045,0.001641,-0.882086,0.062533,0.001597,-1
0.04,0.082372,0.00274,0.102041,0.07917,0.003069,0.185185,0.079264,0.003537,0.305785,0.080254,0.002824,0.360947,0.074835,0.002253,0.351111,0.071378,0.00251,0.287197,0.07119,0.002349,0.218837,0.066955,0.002102,0.165533,0.066383,0.002027,1
-0.68,0.137744,0.004699,-0.571429,0.14042,0.006133,-0.54321,0.12967,0.008096,-0.53719,0.118708,0.008884,-0.550296,0.107209,0.008308,-0.577778,0.10272,0.007561,-0.612457,0.099491,0.00722,-0.626039,0.095176,0.006621,-0.637188,0.094351,0.006658,-1
0,0.048318,0.001487,-0.142857,0.071634,0.00488,-0.222222,0.085796,0.005984,-0.264463,0.085754,0.00449,-0.301775,0.08067,0.003996,-0.36,0.079459,0.003596,-0.408304,0.076979,0.00342,-0.457064,0.073155,0.003227,-0.505669,0.069463,0.003026,-1
-0.52,0.036109,0.000174,-0.510204,0.029061,0.000189,-0.617284,0.035087,0.000314,-0.68595,0.037092,0.000498,-0.757396,0.037963,0.000523,-0.8,0.040046,0.000454,-0.83045,0.042321,0.000536,-0.853186,0.044561,0.000673,-0.873016,0.045678,0.000744,-1
-1,0.086784,0.001141,-1,0.079738,0.00101,-0.950617,0.077965,0.001009,-0.917355,0.079626,0.001634,-0.91716,0.092468,0.003013,-0.835556,0.090537,0.002925,-0.802768,0.08923,0.002889,-0.734072,0.089968,0.003308,-0.646259,0.088635,0.003695,-1
-0.16,0.06024,0.001143,-0.244898,0.064713,0.001769,-0.308642,0.068885,0.002387,-0.347107,0.06745,0.002322,-0.360947,0.061566,0.002075,-0.373333,0.055623,0.00205,-0.377163,0.052829,0.001985,-0.382271,0.051333,0.001902,-0.387755,0.051467,0.001854,-1
-1,0.04605,0.000681,-1,0.047087,0.000805,-0.975309,0.054984,0.000791,-0.942149,0.0626,0.001071,-0.934911,0.065916,0.001221,-0.937778,0.068183,0.001281,-0.934256,0.068048,0.001478,-0.900277,0.067624,0.001739,-0.843537,0.067021,0.001872,-1
-1,0.05232,0.000267,-1,0.04656,0.000447,-1,0.045455,0.000442,-1,0.045548,0.000564,-1,0.050541,0.00084,-1,0.0538,0.001152,-0.979239,0.059098,0.001299,-0.939058,0.06263,0.001421,-0.900227,0.061484,0.001337,-1
-0.92,0.090786,0.002019,-0.795918,0.086408,0.002364,-0.679012,0.077869,0.003096,-0.61157,0.075525,0.003515,-0.550296,0.074902,0.00382,-0.493333,0.071037,0.003778,-0.460208,0.068739,0.003679,-0.418283,0.068092,0.003468,-0.396825,0.064771,0.003163,1
-0.36,0.152106,0.004407,-0.387755,0.149344,0.004935,-0.432099,0.136712,0.004755,-0.404959,0.12636,0.004246,-0.384615,0.112714,0.003864,-0.333333,0.098218,0.003955,-0.314879,0.09092,0.003757,-0.268698,0.086004,0.003559,-0.24263,0.081922,0.003367,1
-0.84,0.077919,0.000529,-0.632653,0.070943,0.001139,-0.407407,0.067595,0.001045,-0.305785,0.070143,0.001236,-0.254438,0.069576,0.001304,-0.204444,0.065562,0.00138,-0.152249,0.06131,0.001343,-0.105263,0.058648,0.001331,-0.122449,0.056949,0.001341,1
-1,0.02337,0.000125,-1,0.026783,0.00013,-0.987654,0.035784,0.000548,-0.975207,0.04093,0.000796,-0.982249,0.043554,0.000917,-0.968889,0.046704,0.000896,-0.951557,0.049737,0.000935,-0.944598,0.050092,0.000991,-0.938776,0.050592,0.00105,-1
0.12,0.04284,0.000451,-0.183673,0.052578,0.000725,-0.234568,0.052208,0.000684,-0.206612,0.050926,0.000825,-0.183432,0.048257,0.000824,-0.173333,0.045781,0.000789,-0.16263,0.044808,0.000833,-0.130194,0.04519,0.000866,-0.097506,0.045365,0.000893,1
-0.6,0.072251,0.001957,-0.55102,0.070126,0.001906,-0.432099,0.069419,0.001833,-0.322314,0.065764,0.001943,-0.242604,0.063245,0.002387,-0.173333,0.060989,0.002301,-0.121107,0.059021,0.002198,-0.096953,0.061767,0.002346,-0.111111,0.063898,0.002568,1
-0.76,0.024458,0.000098,-0.836735,0.027918,0.000103,-0.876543,0.029603,0.000242,-0.900826,0.037018,0.001035,-0.881657,0.044847,0.001982,-0.813333,0.04984,0.002294,-0.757785,0.055265,0.002431,-0.728532,0.059386,0.002694,-0.673469,0.059975,0.002678,-1
-1,0.08749,0.001042,-0.632653,0.08733,0.001187,-0.407407,0.078266,0.001299,-0.322314,0.065203,0.00133,-0.337278,0.063833,0.001139,-0.368889,0.061607,0.001139,-0.349481,0.057181,0.001033,-0.34072,0.053156,0.000963,-0.328798,0.051662,0.000926,1
-0.2,0.181174,0.007824,-0.22449,0.162283,0.007404,-0.259259,0.138653,0.0068,-0.256198,0.123202,0.006536,-0.242604,0.109905,0.006637,-0.16,0.09866,0.005683,-0.134948,0.090399,0.005307,-0.096953,0.084214,0.005184,-0.088435,0.079808,0.004845,1
-0.96,0.074262,0.001075,-0.979592,0.083985,0.00168,-0.938272,0.089825,0.001994,-0.876033,0.086025,0.001546,-0.792899,0.076256,0.001565,-0.728889,0.069759,0.001537,-0.657439,0.066946,0.001495,-0.609418,0.06276,0.001438,-0.575964,0.059411,0.001415,-1
-0.44,0.044616,0.000686,-0.265306,0.035375,0.000516,-0.209877,0.037411,0.000556,-0.157025,0.046161,0.001046,-0.136095,0.051309,0.001318,-0.102222,0.052238,0.001468,-0.044983,0.053175,0.00155,-0.047091,0.055403,0.001667,-0.079365,0.058371,0.001917,1
-0.04,0.093418,0.001483,0.183673,0.081187,0.001866,0.333333,0.072927,0.002283,0.404959,0.065799,0.002405,0.420118,0.061634,0.002328,0.386667,0.059994,0.002246,0.32872,0.060205,0.002241,0.274238,0.05969,0.002145,0.24263,0.058952,0.002141,1
-0.12,0.052121,0.0007,-0.285714,0.066407,0.001121,-0.45679,0.071894,0.001589,-0.512397,0.081562,0.002087,-0.538462,0.078918,0.002129,-0.555556,0.080889,0.002314,-0.567474,0.087451,0.003161,-0.534626,0.087363,0.00278,-0.539683,0.091984,0.003688,-1
-0.52,0.152022,0.008449,-0.530612,0.113393,0.008626,-0.54321,0.098824,0.007034,-0.53719,0.093469,0.005695,-0.556213,0.089356,0.004667,-0.542222,0.085633,0.004021,-0.532872,0.085791,0.003715,-0.495845,0.085099,0.003585,-0.471655,0.081216,0.003388,-1
-0.72,0.107863,0.002089,-0.755102,0.104346,0.002403,-0.728395,0.097437,0.002251,-0.644628,0.089837,0.002563,-0.615385,0.08584,0.002846,-0.635556,0.080589,0.002556,-0.633218,0.075924,0.002278,-0.595568,0.072649,0.002,-0.546485,0.070652,0.001914,-1
-0.6,0.06296,0.001428,-0.265306,0.053937,0.000907,-0.037037,0.053841,0.000936,0.057851,0.057446,0.001103,0.076923,0.056679,0.001289,0.102222,0.056471,0.001817,0.128028,0.056979,0.002095,0.174515,0.056987,0.002152,0.165533,0.056563,0.002277,1
-0.2,0.06477,0.001114,0.061224,0.063291,0.00128,0.283951,0.052708,0.001013,0.421488,0.046055,0.001007,0.467456,0.044469,0.000982,0.413333,0.045352,0.001118,0.32872,0.044895,0.001035,0.235457,0.044156,0.000895,0.151927,0.045542,0.00099,1
-0.68,0.13408,0.003318,-0.346939,0.123681,0.002197,-0.209877,0.104042,0.002977,-0.289256,0.09842,0.00254,-0.372781,0.087848,0.002511,-0.44,0.080993,0.002335,-0.474048,0.077486,0.002269,-0.506925,0.078544,0.002542,-0.52381,0.07755,0.002525,1
-0.92,0.025464,0.000097,-0.959184,0.02567,0.000122,-0.901235,0.030488,0.000194,-0.867769,0.03221,0.00024,-0.846154,0.036934,0.000459,-0.848889,0.042787,0.000697,-0.84083,0.047302,0.000869,-0.819945,0.047667,0.000934,-0.811791,0.048133,0.000954,-1
-0.68,0.047077,0.001019,-0.346939,0.058887,0.001677,-0.160494,0.070596,0.002276,-0.090909,0.073916,0.002225,-0.076923,0.070854,0.002209,-0.075556,0.065864,0.002143,-0.044983,0.067729,0.002089,-0.01385,0.069125,0.002126,0.034014,0.067058,0.001986,1
-0.76,0.126627,0.003824,-0.673469,0.118879,0.003869,-0.580247,0.111984,0.00373,-0.595041,0.102039,0.003657,-0.426036,0.093792,0.003376,-0.297778,0.084466,0.00309,-0.211073,0.075956,0.002852,-0.182825,0.071669,0.00262,-0.190476,0.069279,0.002409,1
